-0.64865,-0.29484
1.1653,-0.073355
-0.75712,0.29046
-1.1052,0.54453
-0.84344,0.10234
-0.57298,0.44118
-0.55912,0.0059099
0.1714,0.13671
-0.20051,-0.24122
0.57584,-0.24474
-0.84972,0.22047
0.78782,-0.31926
-1.5014,-0.3762
0.86271,0.58188
-0.24603,-0.047311
0.15994,-0.92495
-1.9534,1.0154
-1.2642,0.57035
1.1593,0.25501
2.0058,1.5563
-0.27811,-1.4423
0.59291,-0.08483
1.76,0.19729
1.7525,0.95696
-1.854,1.4286
-1.0472,-1.1073
-0.41907,-0.57037
1.3843,-0.52578
-1.361,-0.20703
-0.29534,0.54158
1.2542,0.47206
0.060027,-0.34198
0.44189,-0.64666
-0.32475,0.29331
0.77602,0.61807
0.9151,0.34353
-0.49183,-0.44807
1.7759,1.848
0.58006,-0.076083
-0.63554,0.34038
0.5926,-1.064
-0.53589,-0.34073
-0.1591,-1.3918
0.60129,0.12215
-1.0405,0.72962
-0.34796,-0.50764
-1.1664,0.31787
-0.6849,0.22521
0.9126,-0.27903
-1.4739,0.43879
-0.5585,-0.73485
-0.033597,-0.55151
-1.4686,1.8911
0.25121,-0.68796
-2.0062,0.95571
0.19257,-0.3444
0.41669,-0.48251
-1.2642,0.18302
-0.48631,-0.68229
0.58364,0.21244
-0.27941,-0.19464
-1.8465,0.75419
0.034973,0.10987
0.27506,0.51621
0.057601,0.27863
0.42419,-0.06177
0.41371,-0.7132
1.2826,0.0068526
-1.0459,0.92953
-1.776,1.5096
0.80341,-0.23111
-0.33069,0.06372
-1.2092,0.46206
1.0966,0.35369
-0.50839,-0.94028
0.88536,0.82903
0.36847,-0.014535
1.4341,0.22526
0.43758,-0.69598
0.6347,-0.15989
-0.62354,-0.0042575
-0.59535,-0.37764
1.5916,0.83319
-0.3513,-0.25272
0.15731,-0.74427
-1.6275,-0.4001
0.57081,-0.71968
-0.13316,-1.0308
0.42362,0.12142
-0.24833,-0.12457
-1.0812,-0.034399
1.6605,1.3886
0.16945,-0.90886
-2.0585,1.9776
0.20382,-0.6999
-0.58307,-0.86004
0.012611,-0.65345
1.4761,-0.046595
-0.42642,0.51234
1.6659,1.8034
0.35685,-0.78002
-1.0927,0.0895
1.9077,2.0767
0.61201,-0.91784
0.64606,-0.11894
-1.4558,0.50425
0.84096,-0.25695
0.56994,0.143
-0.91585,-0.16892
0.78242,-0.35425
0.50755,1.2375
0.48483,1.1022
0.65264,-0.89704
-0.70927,-1.3011
-1.3006,0.98207
-0.7404,-0.43417
-1.46,0.96799
-0.3936,-0.27667
0.82879,0.40378
0.076653,-0.90022
0.30648,0.25172
0.7774,-0.54847
-0.79951,-0.90028
-0.32816,-0.43949
0.27675,-0.51794
1.2926,1.4178
0.15355,-0.093128
-2.1048,1.9624
0.69541,-0.94166
-1.0396,0.19192
1.0533,-0.060641
-0.31982,-0.203
1.4612,0.70805
0.68749,0.072952
0.15229,-0.96765
-0.94249,-0.43438
-0.79137,-0.040859
-2.0365,2.0488
-2.3433,2.4252
-1.6499,1.7139
-0.95502,0.87478
0.21833,-0.47975
0.21034,-0.72384
-0.82133,-0.28804
-1.0092,-0.34502
1.1991,0.91576
0.14949,-1.2066
-0.4021,-1.0377
-0.44326,-0.4413
0.43873,-0.56056
-1.6552,-0.030077
0.20759,-0.45684
0.53929,-0.094892
1.3746,0.51782
-0.61913,-1.0264
-0.017886,-1.0473
0.76135,-1.4673
1.6094,1.014
-1.4029,-0.25061
-1.7372,0.94358
-0.47345,-0.70025
-0.064952,-0.76732
0.42959,-0.28174
0.19404,-0.80957
-0.58352,0.30195
0.75261,-0.43301
0.13412,0.24757
-0.37502,-0.31019
0.099135,-1.3896
1.254,-0.36749
0.4893,-0.64071
-0.3989,-0.18549
-1.7795,1.9982
-0.26992,0.002785
0.17145,-0.50214
-0.43574,-0.038865
0.45499,-0.36616
-1.1169,-0.12274
-0.36129,-0.23087
0.52215,-0.58527
-1.6343,1.1837
0.45736,0.095579
0.10572,-0.6843
1.4779,0.72856
-0.58669,-0.6019
-1.7091,1.281
0.72907,0.31547
1.0726,-0.09487
0.74456,0.21743
1.6098,0.97091
-1.3682,-0.48254
-1.0481,0.018167
0.46788,-1.1923
1.2059,0.70466
2.3443,1.892
0.10817,-0.39322
0.2712,-1.4005
0.74001,-0.56772
-0.26334,-1.4626
-0.031159,-0.57884
0.090469,-0.45721
0.13747,-0.14799
1.8343,1.2955
1.0852,0.49844
-0.36627,-0.28057
0.46241,0.71591
-0.83706,-0.43601
-0.52438,0.26635
-1.3818,1.0254
-0.0011862,-0.22297
-1.3977,0.52792
2.6003,3.457
0.80686,0.72366
-1.436,1.5653
-0.50069,0.25329
-0.51876,-0.49769
-1.7921,1.3621
0.97427,0.65392
-0.36295,-0.79223
1.1172,-0.13641
0.39999,-1.2862
0.80646,-0.09504
0.31143,0.046218
2.3882,1.5975
-0.11842,-0.25167
0.11157,-1.4594
0.98542,0.012314
-0.35988,-0.81752
-0.059934,-0.84667
0.23392,-0.61721
-2.7163,3.7849
0.1864,-0.082875
-0.1495,-0.30695
1.4363,-0.075395
-0.39857,-0.75674
1.7082,-0.054926
0.24426,-0.18217
-0.61846,-1.2632
0.96227,0.25768
0.12443,0.023392
-0.36652,-0.33329
-0.097881,0.25174
0.48006,-1.391
1.3836,0.596
-0.27719,-0.80368
0.66442,-0.55953
0.18349,-1.4651
0.65902,-0.28899
0.20111,-1.0259
0.31957,0.73611
-0.82129,-0.33542
0.32356,-0.52709
0.33547,-0.37901
0.37098,-2.1342
1.0739,0.026931
0.98063,0.19398
0.20136,0.15003
-0.40104,-0.56821
0.49612,0.020629
-0.13203,-0.20732
-0.25806,-1.3554
-0.082747,-0.9167
-0.31725,-1.0083
-0.31108,-0.39111
0.39231,-0.38586
-0.13367,-0.23318
1.3105,-0.42385
0.65944,-0.53399
-0.69097,-0.4202
-0.054178,-0.4432
-0.32923,-0.50656
0.29516,-0.14567
2.0329,1.3267
1.6866,1.1638
0.50081,-0.10046
-0.19142,-0.62345
-0.5896,-0.33059
1.1277,1.0646
0.12381,-0.36174
